market,ticker,name,2025-12-16_P,2025-12-16_V,2025-12-17_P,2025-12-17_V,2025-12-18_P,2025-12-18_V,2025-12-19_P,2025-12-19_V,2025-12-22_P,2025-12-22_V,2025-12-23_P,2025-12-23_V,2025-12-24_P,2025-12-24_V,2025-12-26_P,2025-12-26_V,2025-12-29_P,2025-12-29_V,2025-12-30_P,2025-12-30_V,2026-01-02_P,2026-01-02_V,2026-01-05_P,2026-01-05_V,2026-01-06_P,2026-01-06_V,2026-01-07_P,2026-01-07_V,2026-01-08_P,2026-01-08_V,2026-01-09_P,2026-01-09_V,2026-01-12_P,2026-01-12_V,2026-01-13_P,2026-01-13_V,2026-01-14_P,2026-01-14_V,2026-01-15_P,2026-01-15_V,2026-01-16_P,2026-01-16_V,2026-01-19_P,2026-01-19_V,2026-01-20_P,2026-01-20_V,2026-01-21_P,2026-01-21_V,2026-01-22_P,2026-01-22_V,2026-01-23_P,2026-01-23_V,2026-01-26_P,2026-01-26_V,2026-01-27_P,2026-01-27_V,2026-01-28_P,2026-01-28_V,2026-01-29_P,2026-01-29_V
ETF,292050,RISE KRX300,26747.0,740.0,27245.0,662.0,26840.0,6255.0,27120.0,114.0,27620.0,1955.0,27670.0,21565.0,27675.0,10025.0,27965.0,1948.0,28695.0,643.0,28715.0,1035.0,29640.0,2178.0,30635.0,2426.0,31185.0,7331.0,31290.0,2801.0,31415.0,664.0,31545.0,1063.0,31795.0,745.0,32085.0,1917.0,32285.0,1060.0,32745.0,764.0,33270.0,1981.0,33640.0,1720.0,33445.0,1880.0,33507.0,5318.0,33955.0,1948.0,34165.0,3000.0,34210.0,1725.0,35195.0,4114.0,36100.0,8689.0,36460.0,2722.0
ETF,388280,RISE K엔터&여행레저,7715.0,2743.0,7770.0,18272.0,7715.0,36344.0,7740.0,7075.0,7780.0,8673.0,7785.0,16761.0,7855.0,21510.0,7700.0,22650.0,7705.0,2701.0,7765.0,10748.0,7735.0,34793.0,7645.0,51891.0,7585.0,28331.0,7610.0,54573.0,7615.0,176990.0,7610.0,34145.0,7625.0,35201.0,7665.0,15892.0,7750.0,39765.0,7775.0,26731.0,7800.0,104492.0,7880.0,41180.0,7930.0,66133.0,7975.0,37428.0,8040.0,74336.0,8065.0,54203.0,8005.0,27288.0,8025.0,44918.0,8125.0,38550.0,8220.0,71601.0
ETF,442550,RISE TDF2030액티브,13964.0,5778.0,13984.0,1909.0,13900.0,4197.0,13949.0,2547.0,14034.0,11280.0,14068.0,3429.0,13934.0,10554.0,13930.0,10250.0,13900.0,14941.0,13920.0,12691.0,13935.0,14286.0,13980.0,22754.0,14060.0,5945.0,14115.0,6359.0,14095.0,12783.0,14135.0,2863.0,14190.0,13084.0,14275.0,5294.0,14275.0,4468.0,14230.0,6375.0,14285.0,12592.0,14215.0,19053.0,14140.0,11967.0,14085.0,10209.0,14190.0,14101.0,14190.0,9294.0,14060.0,25625.0,14180.0,15763.0,14120.0,27072.0,14135.0,31713.0
ETF,442560,RISE TDF2040액티브,14984.0,6909.0,15024.0,5034.0,14900.0,5537.0,14984.0,11232.0,15113.0,10071.0,15163.0,6849.0,15009.0,15096.0,14970.0,6660.0,14925.0,22063.0,14925.0,13320.0,14960.0,18626.0,15045.0,12344.0,15125.0,18901.0,15215.0,24508.0,15180.0,17284.0,15240.0,11817.0,15360.0,9324.0,15465.0,17817.0,15465.0,28431.0,15395.0,18258.0,15490.0,29311.0,15400.0,33730.0,15360.0,14334.0,15245.0,20947.0,15375.0,9832.0,15405.0,27122.0,15230.0,32015.0,15390.0,19749.0,15360.0,33261.0,15345.0,115531.0
ETF,442570,RISE TDF2050액티브,15629.0,37518.0,15669.0,59150.0,15525.0,54641.0,15634.0,47959.0,15793.0,49728.0,15853.0,56079.0,15674.0,92104.0,15625.0,76535.0,15580.0,71779.0,15570.0,45870.0,15625.0,100772.0,15725.0,142849.0,15830.0,134652.0,15920.0,158595.0,15875.0,107442.0,15960.0,90736.0,16075.0,128746.0,16220.0,105955.0,16220.0,130174.0,16165.0,134224.0,16255.0,152165.0,16170.0,203852.0,16125.0,173111.0,16005.0,189498.0,16155.0,197463.0,16165.0,150664.0,15965.0,174296.0,16155.0,133328.0,16115.0,230267.0,16105.0,152750.0
ETF,0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),9874.0,71492.0,10113.0,106785.0,10015.0,47225.0,10123.0,62838.0,10148.0,91865.0,10167.0,43573.0,9992.0,58562.0,9904.0,63774.0,9771.0,56870.0,9721.0,40358.0,9701.0,122496.0,9608.0,85804.0,9721.0,74988.0,9593.0,75801.0,9573.0,42095.0,9687.0,58612.0,9780.0,71865.0,9889.0,38692.0,9904.0,76884.0,9869.0,41586.0,9899.0,69707.0,9761.0,113779.0,9805.0,52740.0,9652.0,92622.0,9746.0,48733.0,9874.0,67878.0,9652.0,87012.0,9667.0,65852.0,9470.0,162863.0,9490.0,108948.0
ETF,234310,RISE V&S셀렉트밸류,19405.0,10.0,19815.0,18.0,19505.0,9.0,19675.0,3800.0,19945.0,21.0,20100.0,336.0,20000.0,101.0,20180.0,104.0,20440.0,50.0,20525.0,322.0,21010.0,13.0,21535.0,403.0,21775.0,118.0,21715.0,84.0,21570.0,1389.0,21535.0,1102.0,21820.0,225.0,22025.0,205.0,22265.0,823.0,22485.0,265.0,22830.0,1595.0,23070.0,18734.0,22860.0,10053.0,23095.0,155.0,23330.0,1903.0,23580.0,362.0,23730.0,631.0,24220.0,12079.0,24615.0,5156.0,24810.0,8802.0
ETF,241390,RISE V&S셀렉트밸류채권혼합,13460.0,3036.0,13675.0,7510.0,13620.0,1550.0,13530.0,4768.0,13620.0,14501.0,13635.0,3782.0,13725.0,5230.0,13695.0,10616.0,13790.0,21247.0,13920.0,11251.0,14060.0,33525.0,14195.0,79275.0,14155.0,32869.0,14290.0,33955.0,14230.0,47884.0,14250.0,29612.0,14275.0,57821.0,14205.0,30960.0,14360.0,31810.0,14450.0,30346.0,14550.0,42497.0,14525.0,30013.0,14570.0,49622.0,14565.0,27998.0,14765.0,36576.0,14685.0,44280.0,14875.0,21540.0,14915.0,51021.0,15120.0,81859.0,15140.0,55584.0
ETF,401170,RISE 메타버스,7375.0,20752.0,7470.0,6101.0,7380.0,8464.0,7460.0,15754.0,7470.0,15661.0,7554.0,20057.0,7534.0,11420.0,7470.0,7827.0,7580.0,18558.0,7575.0,32586.0,7800.0,38561.0,7700.0,16346.0,7700.0,26620.0,7575.0,21156.0,7610.0,80474.0,7475.0,35612.0,7590.0,65102.0,7700.0,58319.0,7680.0,32778.0,7650.0,46073.0,7635.0,34966.0,7685.0,45688.0,7710.0,45393.0,7525.0,46077.0,7735.0,71486.0,7835.0,63260.0,8085.0,62882.0,8055.0,162964.0,8160.0,147673.0,8100.0,189992.0
ETF,300640,RISE 게임테마,7535.0,55734.0,7550.0,13702.0,7455.0,14020.0,7520.0,11308.0,7590.0,21527.0,7500.0,37288.0,7565.0,16629.0,7485.0,14198.0,7475.0,12463.0,7400.0,11382.0,7735.0,50444.0,7625.0,49115.0,7660.0,24537.0,7465.0,47245.0,7455.0,68508.0,7485.0,25559.0,7550.0,23838.0,7680.0,54997.0,7765.0,43589.0,7715.0,50067.0,7610.0,39942.0,7520.0,19242.0,7620.0,52841.0,7475.0,32589.0,7595.0,24282.0,7810.0,75758.0,8330.0,201900.0,8515.0,391104.0,8625.0,176787.0,8800.0,230742.0
ETF,266160,RISE 고배당,19890.0,50161.0,20259.0,47550.0,20055.0,87502.0,20109.0,38378.0,20563.0,75983.0,20553.0,78881.0,20578.0,97289.0,20757.0,74337.0,20912.0,138166.0,20947.0,100366.0,21305.0,207256.0,21968.0,370842.0,22152.0,137861.0,22367.0,171192.0,22078.0,111070.0,22307.0,104410.0,22421.0,90477.0,22810.0,103087.0,23084.0,79089.0,23572.0,109034.0,23896.0,148594.0,24509.0,143647.0,24474.0,249802.0,25217.0,154248.0,25087.0,229749.0,25272.0,194552.0,25017.0,181602.0,25765.0,154384.0,25855.0,176085.0,26095.0,191687.0
ETF,481430,RISE 국고채10년액티브,103250.0,736.0,103055.0,1460.0,103165.0,731.0,102830.0,7743.0,102800.0,1242.0,102750.0,966.0,103085.0,1580.0,102785.0,3221.0,103055.0,684.0,102810.0,720.0,102745.0,1286.0,102435.0,1102.0,102725.0,1026.0,102990.0,249.0,103285.0,1426.0,102750.0,520.0,102870.0,549.0,102430.0,348.0,102450.0,701.0,101860.0,584.0,102065.0,1630.0,101445.0,1519.0,100805.0,1615.0,101080.0,1025.0,101390.0,2783.0,101160.0,2147.0,101660.0,911.0,101790.0,1439.0,101935.0,1169.0,101610.0,2028.0
