ticker,name,2025-12-17_P,2025-12-17_V,2025-12-18_P,2025-12-18_V,2025-12-19_P,2025-12-19_V,2025-12-22_P,2025-12-22_V,2025-12-23_P,2025-12-23_V,2025-12-24_P,2025-12-24_V,2025-12-26_P,2025-12-26_V,2025-12-29_P,2025-12-29_V,2025-12-30_P,2025-12-30_V,2026-01-02_P,2026-01-02_V,2026-01-05_P,2026-01-05_V,2026-01-06_P,2026-01-06_V,2026-01-07_P,2026-01-07_V,2026-01-08_P,2026-01-08_V,2026-01-09_P,2026-01-09_V,2026-01-12_P,2026-01-12_V,2026-01-13_P,2026-01-13_V,2026-01-14_P,2026-01-14_V,2026-01-15_P,2026-01-15_V,2026-01-16_P,2026-01-16_V,2026-01-19_P,2026-01-19_V,2026-01-20_P,2026-01-20_V,2026-01-21_P,2026-01-21_V,2026-01-22_P,2026-01-22_V,2026-01-23_P,2026-01-23_V,2026-01-26_P,2026-01-26_V,2026-01-27_P,2026-01-27_V,2026-01-28_P,2026-01-28_V,2026-01-29_P,2026-01-29_V,2026-01-30_P,2026-01-30_V
095570,AJ네트웍스,4670.0,238776.0,4630.0,140509.0,4640.0,104086.0,4675.0,190654.0,4635.0,114130.0,4610.0,86071.0,4675.0,154640.0,4625.0,322778.0,4660.0,111113.0,4595.0,170099.0,4590.0,209094.0,4640.0,104535.0,4645.0,109195.0,4555.0,202624.0,4620.0,70335.0,4660.0,135351.0,4590.0,228176.0,4585.0,144687.0,4585.0,88791.0,4560.0,80062.0,4530.0,210133.0,4595.0,138420.0,4535.0,204587.0,4520.0,191828.0,4580.0,120575.0,4685.0,179496.0,4685.0,224970.0,4735.0,162460.0,4985.0,582465.0,5280.0,1155866.0
