metric,2026-01-09,2026-01-12,2026-01-13,2026-01-14,2026-01-15,2026-01-16,2026-01-19,2026-01-20,2026-01-21,2026-01-22,2026-01-23,2026-01-26,2026-01-27,2026-01-28,2026-01-29,2026-01-30,2026-02-02,2026-02-03,2026-02-04,2026-02-05,2026-02-06,2026-02-09,2026-02-10,2026-02-11,2026-02-12,2026-02-13,2026-02-19,2026-02-20,2026-02-23,2026-02-24
Market_ADR,121.26,131.65,81.94,138.21,106.74,60.28,82.11,282.72,54.03,136.53,212.46,107.47,93.31,71.24,193.49,52.94,19.67,373.71,455.95,58.41,82.47,158.52,197.73,110.44,147.57,83.67,166.86,140.26,93.32,90.62
